Season,Player,From_Club,To_Club,From_League,To_League,Fee
18/19,Gianluca Lapadula,ac-mailand,genua-cfc,IT1,IT1,11000000.0
18/19,Christian Kouamé,as-cittadella,genua-cfc,IT2,IT1,6350000.0
18/19,Federico Valietti,inter-mailand,genua-cfc,IT1,IT1,6000000.0
18/19,Ivan Radovanovic,chievo-verona,genua-cfc,IT1,IT1,5000000.0
18/19,Krzysztof Piatek,cracovia,genua-cfc,PL1,IT1,4500000.0
18/19,Cristian Romero,ca-belgrano,genua-cfc,AR1N,IT1,4250000.0
18/19,Claudio Spinelli,club-atletico-tigre,genua-cfc,AR1N,IT1,3600000.0
18/19,Jandrei,chapecoense,genua-cfc,BRA1,IT1,2500000.0
18/19,Sandro,benevento-calcio,genua-cfc,IT2,IT1,2300000.0
18/19,Filip Jagiello,zaglebie-lubin,genua-cfc,PL1,IT1,2000000.0
18/19,Ervin Zukanovic,as-rom,genua-cfc,IT1,IT1,1500000.0
18/19,András Schäfer,mtk-budapest,genua-cfc,UNG1,IT1,1000000.0
18/19,Marcos Curado,arsenal-futbol-club,genua-cfc,ARG2,IT1,825000.0
18/19,Krzysztof Piatek,genua-cfc,ac-mailand,IT1,IT1,35000000.0
18/19,Diego Laxalt,genua-cfc,ac-mailand,IT1,IT1,19000000.0
18/19,Mattia Perin,genua-cfc,juventus-turin,IT1,IT1,16300000.0
18/19,Armando Izzo,genua-cfc,fc-turin,IT1,IT1,10700000.0
18/19,Andrea Beghetto,genua-cfc,frosinone-calcio,IT1,IT1,1500000.0
18/19,Leonardo Morosini,genua-cfc,brescia-calcio,IT1,IT2,1000000.0
18/19,Francesco Migliore,genua-cfc,us-cremonese,IT1,IT2,400000.0
18/19,David Milinkovic,genua-cfc,hull-city,IT1,GB2,300000.0
18/19,Eugenio Lamanna,genua-cfc,spezia-calcio,IT1,IT2,300000.0
18/19,Francesco Corsinelli,genua-cfc,piacenza-calcio-1919,IT1,IT3A,300000.0
18/19,Loïck Landre,genua-cfc,nimes-olympique,IT1,FR1,150000.0
18/19,Francesco Renzetti,genua-cfc,us-cremonese,IT1,IT2,1000.0
18/19,Radja Nainggolan,as-rom,inter-mailand,IT1,IT1,38000000.0
18/19,Lautaro Martínez,racing-club,inter-mailand,AR1N,IT1,25000000.0
18/19,Yann Karamoh,sm-caen,inter-mailand,FR1,IT1,6500000.0
18/19,Andreaw Gravillon,delfino-pescara-1936,inter-mailand,IT2,IT1,6100000.0
18/19,Federico Dimarco,fc-sion,inter-mailand,C1,IT1,5000000.0
18/19,Geoffrey Kondogbia,inter-mailand,fc-valencia,IT1,ES1,22000000.0
18/19,Jeison Murillo,inter-mailand,fc-valencia,IT1,ES1,12000000.0
18/19,Davide Santon,inter-mailand,as-rom,IT1,IT1,9500000.0
18/19,Davide Bettella,inter-mailand,atalanta-bergamo,IT1,IT1,8500000.0
18/19,Nicolò Zaniolo,inter-mailand,as-rom,IT1,IT1,6750000.0
18/19,Federico Valietti,inter-mailand,genua-cfc,IT1,IT1,6000000.0
18/19,Jens Odgaard,inter-mailand,us-sassuolo,IT1,IT1,5820000.0
18/19,Éder,inter-mailand,jiangsu-fc,IT1,CSL,5700000.0
18/19,Marco Carraro,inter-mailand,atalanta-bergamo,IT1,IT1,5000000.0
18/19,Gabriele Zappa,inter-mailand,delfino-pescara-1936,IT1,IT2,3000000.0
18/19,Yuto Nagatomo,inter-mailand,galatasaray-istanbul,IT1,TR1,2500000.0
18/19,Jonathan Biabiany,inter-mailand,parma-calcio-1913,IT1,IT1,1500000.0
18/19,Francesco Bardi,inter-mailand,frosinone-calcio,IT1,IT1,1000000.0
18/19,Francesco Forte,inter-mailand,waasland-beveren,IT1,BE1,400000.0
18/19,Filippo Sgarbi,inter-mailand,ac-perugia-calcio,IT1,IT2,300000.0
18/19,Cristiano Ronaldo,real-madrid,juventus-turin,ES1,IT1,117000000.0
18/19,João Cancelo,fc-valencia,juventus-turin,ES1,IT1,40400000.0
18/19,Douglas Costa,fc-bayern-munchen,juventus-turin,L1,IT1,40000000.0
18/19,Leonardo Bonucci,ac-mailand,juventus-turin,IT1,IT1,35000000.0
18/19,Mattia Perin,genua-cfc,juventus-turin,IT1,IT1,16300000.0
18/19,Andrea Favilli,ascoli-calcio,juventus-turin,IT2,IT1,7500000.0
18/19,Giangiacomo Magnani,ac-perugia-calcio,juventus-turin,IT2,IT1,5000000.0
18/19,Mattia Caldara,juventus-turin,ac-mailand,IT1,IT1,37740000.0
18/19,Rolando Mandragora,juventus-turin,udinese-calcio,IT1,IT1,20000000.0
18/19,Medhi Benatia,juventus-turin,al-duhail-sc,IT1,QSL,8000000.0
18/19,Tomás Rincón,juventus-turin,fc-turin,IT1,IT1,5900000.0
18/19,Giangiacomo Magnani,juventus-turin,us-sassuolo,IT1,IT1,5000000.0
18/19,Andrés Tello,juventus-turin,benevento-calcio,IT1,IT2,2500000.0
18/19,Nicola Leali,juventus-turin,ac-perugia-calcio,IT1,IT2,2500000.0
18/19,Roman Macek,juventus-turin,fc-lugano,IT1,C1,1800000.0
18/19,Alberto Brignoli,juventus-turin,palermo-fc,IT1,IT2,1000000.0
18/19,Joel Untersee,juventus-turin,fc-empoli,IT1,IT1,500000.0
18/19,Joaquín Correa,fc-sevilla,lazio-rom,ES1,IT1,17850000.0
18/19,Francesco Acerbi,us-sassuolo,lazio-rom,IT1,IT1,12000000.0
18/19,Valon Berisha,red-bull-salzburg,lazio-rom,A1,IT1,7600000.0
18/19,Riza Durmisi,real-betis-sevilla,lazio-rom,ES1,IT1,7500000.0
18/19,Mattia Sprocati,us-salernitana-1919,lazio-rom,IT2,IT1,3250000.0
18/19,Tiago Casasola,us-salernitana-1919,lazio-rom,IT2,IT1,3080000.0
18/19,Felipe Anderson,lazio-rom,west-ham-united,IT1,GB1,38000000.0
18/19,Lucas Paquetá,flamengo-rio-de-janeiro,ac-mailand,BRA1,IT1,38400000.0
18/19,Mattia Caldara,juventus-turin,ac-mailand,IT1,IT1,37740000.0
18/19,Krzysztof Piatek,genua-cfc,ac-mailand,IT1,IT1,35000000.0
18/19,Nikola Kalinic,ac-florenz,ac-mailand,IT1,IT1,22500000.0
18/19,Samu Castillejo,fc-villarreal,ac-mailand,ES1,IT1,21300000.0
18/19,Diego Laxalt,genua-cfc,ac-mailand,IT1,IT1,19000000.0
18/19,Fabio Borini,afc-sunderland,ac-mailand,GB3,IT1,5500000.0
18/19,Leonardo Bonucci,ac-mailand,juventus-turin,IT1,IT1,35000000.0
18/19,Nikola Kalinic,ac-mailand,atletico-madrid,IT1,ES1,14500000.0
18/19,M'Baye Niang,ac-mailand,fc-turin,IT1,IT1,12000000.0
18/19,Gianluca Lapadula,ac-mailand,genua-cfc,IT1,IT1,11000000.0
18/19,Carlos Bacca,ac-mailand,fc-villarreal,IT1,ES1,7000000.0
18/19,Gianmarco Zigoni,ac-mailand,venezia-fc,IT1,IT2,400000.0
18/19,Niccolò Zanellato,ac-mailand,fc-crotone,IT1,IT2,300000.0
18/19,Fabián Ruiz,real-betis-sevilla,ssc-neapel,ES1,IT1,30000000.0
18/19,Simone Verdi,fc-bologna,ssc-neapel,IT1,IT1,24500000.0
18/19,Kévin Malcuit,losc-lille,ssc-neapel,FR1,IT1,12000000.0
18/19,Carlos Vinícius,real-sc,ssc-neapel,,IT1,4000000.0
18/19,Jorginho,ssc-neapel,fc-chelsea,IT1,GB1,57000000.0
18/19,Marek Hamsik,ssc-neapel,dalian-professional,IT1,CSL,20000000.0
18/19,Duván Zapata,ssc-neapel,sampdoria-genua,IT1,IT1,18500000.0
18/19,Jacopo Dezi,ssc-neapel,parma-calcio-1913,IT1,IT1,1300000.0
18/19,Juraj Kucka,trabzonspor,parma-calcio-1913,TR1,IT1,6400000.0
18/19,Gabriel Brazão,ec-cruzeiro-belo-horizonte,parma-calcio-1913,BRA1,IT1,6000000.0
18/19,Fabio Ceravolo,benevento-calcio,parma-calcio-1913,IT2,IT1,1900000.0
18/19,Leo Stulac,venezia-fc,parma-calcio-1913,IT2,IT1,1550000.0
18/19,Jonathan Biabiany,inter-mailand,parma-calcio-1913,IT1,IT1,1500000.0
18/19,Jacopo Dezi,ssc-neapel,parma-calcio-1913,IT1,IT1,1300000.0
18/19,Riccardo Gagliolo,carpi-fc-1909,parma-calcio-1913,IT2,IT1,1150000.0
18/19,Alessandro Minelli,rende-calcio-1968,parma-calcio-1913,IT3C,IT1,1000000.0
18/19,Abdou Diakhate,ac-florenz-u19,parma-calcio-1913,IJ1,IT1,1000.0
18/19,Emanuele Calaiò,parma-calcio-1913,us-salernitana-1919,IT1,IT2,316000.0
18/19,Pasquale Mazzocchi,parma-calcio-1913,ac-perugia-calcio,IT1,IT2,280000.0
18/19,Patrik Schick,sampdoria-genua,as-rom,IT1,IT1,42000000.0
18/19,Steven Nzonzi,fc-sevilla,as-rom,ES1,IT1,26650000.0
18/19,Javier Pastore,fc-paris-saint-germain,as-rom,FR1,IT1,24700000.0
18/19,Justin Kluivert,ajax-amsterdam,as-rom,NL1,IT1,17250000.0
18/19,Grégoire Defrel,us-sassuolo,as-rom,IT1,IT1,15000000.0
18/19,Davide Santon,inter-mailand,as-rom,IT1,IT1,9500000.0
18/19,Robin Olsen,fc-kopenhagen,as-rom,DKMR,IT1,9000000.0
18/19,Nicolò Zaniolo,inter-mailand,as-rom,IT1,IT1,6750000.0
18/19,Ante Coric,gnk-dinamo-zagreb,as-rom,KR1,IT1,6000000.0
18/19,Antonio Mirante,fc-bologna,as-rom,IT1,IT1,4000000.0
18/19,Daniel Fuzato,se-palmeiras-sao-paulo,as-rom,BRA1,IT1,500000.0
18/19,Alisson,as-rom,fc-liverpool,IT1,GB1,62500000.0
18/19,Radja Nainggolan,as-rom,inter-mailand,IT1,IT1,38000000.0
18/19,Kevin Strootman,as-rom,olympique-marseille,IT1,FR1,25000000.0
18/19,Lukasz Skorupski,as-rom,fc-bologna,IT1,IT1,9000000.0
18/19,Marco Tumminello,as-rom,atalanta-bergamo,IT1,IT1,5000000.0
18/19,Juan Iturbe,as-rom,club-tijuana,IT1,,3830000.0
18/19,José Machín,as-rom,delfino-pescara-1936,IT1,IT2,1800000.0
18/19,Ervin Zukanovic,as-rom,genua-cfc,IT1,IT1,1500000.0
18/19,Norbert Gyömbér,as-rom,ac-perugia-calcio,IT1,IT2,500000.0
18/19,Arturo Calabresi,as-rom,fc-bologna,IT1,IT1,200000.0
18/19,Nicola Falasco,as-rom,us-avellino-1912,IT1,IT4G,90000.0
18/19,Matteo Ricci,as-rom,spezia-calcio,IT1,IT2,1000.0
18/19,Duván Zapata,ssc-neapel,sampdoria-genua,IT1,IT1,18500000.0
18/19,Manolo Gabbiadini,fc-southampton,sampdoria-genua,GB1,IT1,11900000.0
18/19,Omar Colley,krc-genk,sampdoria-genua,BE1,IT1,9250000.0
18/19,Ronaldo Vieira,leeds-united,sampdoria-genua,GB2,IT1,7350000.0
18/19,Albin Ekdal,hamburger-sv,sampdoria-genua,L2,IT1,2600000.0
18/19,Erasmo Mulè,trapani-calcio,sampdoria-genua,IT3C,IT1,450000.0
18/19,Vid Belec,benevento-calcio,sampdoria-genua,IT2,IT1,300000.0
18/19,Marco Sau,cagliari-calcio,sampdoria-genua,IT1,IT1,100000.0
18/19,Patrik Schick,sampdoria-genua,as-rom,IT1,IT1,42000000.0
18/19,Lucas Torreira,sampdoria-genua,fc-arsenal,IT1,GB1,28650000.0
18/19,Emiliano Viviano,sampdoria-genua,sporting-lissabon,IT1,PO1,1900000.0
18/19,Ante Budimir,sampdoria-genua,fc-crotone,IT1,IT2,1700000.0
18/19,Marlon,fc-barcelona,us-sassuolo,ES1,IT1,12000000.0
18/19,Jérémie Boga,fc-chelsea-u23,us-sassuolo,,IT1,10000000.0
18/19,Federico Di Francesco,fc-bologna,us-sassuolo,IT1,IT1,7450000.0
18/19,Khouma Babacar,ac-florenz,us-sassuolo,IT1,IT1,7000000.0
18/19,Jens Odgaard,inter-mailand,us-sassuolo,IT1,IT1,5820000.0
18/19,Giangiacomo Magnani,juventus-turin,us-sassuolo,IT1,IT1,5000000.0
18/19,Enrico Brignola,benevento-calcio,us-sassuolo,IT2,IT1,3000000.0
18/19,Mehdi Bourabia,konyaspor,us-sassuolo,TR1,IT1,2200000.0
18/19,Marco Pinato,venezia-fc,us-sassuolo,IT2,IT1,550000.0
18/19,Leonardo Sernicola,ternana-calcio,us-sassuolo,IT3B,IT1,200000.0
18/19,Grégoire Defrel,us-sassuolo,as-rom,IT1,IT1,15000000.0
18/19,Francesco Acerbi,us-sassuolo,lazio-rom,IT1,IT1,12000000.0
18/19,Diego Falcinelli,us-sassuolo,fc-bologna,IT1,IT1,7000000.0
18/19,Pietro Iemmello,us-sassuolo,benevento-calcio,IT1,IT2,5000000.0
18/19,Luca Antei,us-sassuolo,benevento-calcio,IT1,IT2,3000000.0
18/19,Marcello Trotta,us-sassuolo,frosinone-calcio,IT1,IT1,1100000.0
18/19,Jasmin Kurtic,atalanta-bergamo,spal,IT1,IT1,5300000.0
18/19,Alberto Paloschi,atalanta-bergamo,spal,IT1,IT1,4000000.0
18/19,Federico Viviani,hellas-verona,spal,IT2,IT1,3300000.0
18/19,Bartosz Salamon,cagliari-calcio,spal,IT1,IT1,2000000.0
18/19,Marko Jankovic,fk-partizan-belgrad,spal,,IT1,1800000.0
18/19,Alfred Gomis,fc-turin,spal,IT1,IT1,1500000.0
18/19,Mirko Valdifiori,fc-turin,spal,IT1,IT1,1000000.0
18/19,Michele Castagnetti,spal,us-cremonese,IT1,IT2,1000000.0
18/19,Andrea Gemignani,spal,us-sambenedettese,IT1,IT3B,50000.0
18/19,M'Baye Niang,ac-mailand,fc-turin,IT1,IT1,12000000.0
18/19,Soualiho Meïté,as-monaco,fc-turin,FR1,IT1,11500000.0
18/19,Armando Izzo,genua-cfc,fc-turin,IT1,IT1,10700000.0
18/19,Tomás Rincón,juventus-turin,fc-turin,IT1,IT1,5900000.0
18/19,Bremer,clube-atletico-mineiro,fc-turin,BRA1,IT1,5800000.0
18/19,Nicolas N'Koulou,olympique-lyon,fc-turin,FR1,IT1,3500000.0
18/19,Erick Ferigra,ac-florenz-u19,fc-turin,IJ1,IT1,150000.0
18/19,Antonio Barreca,fc-turin,as-monaco,IT1,FR1,10000000.0
18/19,Joel Obi,fc-turin,chievo-verona,IT1,IT1,2000000.0
18/19,Alfred Gomis,fc-turin,spal,IT1,IT1,1500000.0
18/19,Mirko Valdifiori,fc-turin,spal,IT1,IT1,1000000.0
18/19,Afriyie Acquah,fc-turin,fc-empoli,IT1,IT1,1000000.0
18/19,Rolando Mandragora,juventus-turin,udinese-calcio,IT1,IT1,20000000.0
18/19,Ignacio Pussetto,club-atletico-huracan,udinese-calcio,AR1N,IT1,8000000.0
18/19,Lukasz Teodorczyk,rsc-anderlecht,udinese-calcio,BE1,IT1,7000000.0
18/19,Felipe Vizeu,flamengo-rio-de-janeiro,udinese-calcio,BRA1,IT1,5000000.0
18/19,Juan Musso,racing-club,udinese-calcio,AR1N,IT1,4000000.0
18/19,William Troost-Ekong,bursaspor,udinese-calcio,TR1,IT1,3300000.0
18/19,Petar Micin,fk-cukaricki,udinese-calcio,,IT1,2500000.0
18/19,Nicholas Opoku,club-africain-tunis,udinese-calcio,TUN1,IT1,1500000.0
18/19,Silvan Widmer,udinese-calcio,fc-basel-1893,IT1,C1,4500000.0
18/19,Lucas Evangelista,udinese-calcio,fc-nantes,IT1,FR1,3000000.0
18/19,Rodrigo Aguirre,udinese-calcio,ldu-quito,IT1,EC1N,1760000.0
18/19,Edenilson,udinese-calcio,sc-internacional-porto-alegre,IT1,BRA1,1700000.0
18/19,Emil Hallfredsson,udinese-calcio,frosinone-calcio,IT1,IT1,500000.0
18/19,Antonio Vutov,udinese-calcio,botev-plovdiv,IT1,,150000.0
18/19,Simone Pontisso,udinese-calcio,lr-vicenza-virtus,IT1,IT3B,1000.0
19/20,Luis Muriel,fc-sevilla,atalanta-bergamo,ES1,IT1,21200000.0
19/20,Ruslan Malinovskyi,krc-genk,atalanta-bergamo,BE1,IT1,13600000.0
19/20,Duván Zapata,sampdoria-genua,atalanta-bergamo,IT1,IT1,12000000.0
19/20,Lennart Czyborra,heracles-almelo,atalanta-bergamo,NL1,IT1,4600000.0
19/20,Bosko Sutalo,nk-osijek,atalanta-bergamo,KR1,IT1,4000000.0
19/20,Marco Varnier,as-cittadella,atalanta-bergamo,IT2,IT1,2250000.0
19/20,Dejan Kulusevski,atalanta-bergamo,juventus-turin,IT1,IT1,39000000.0
19/20,Franck Kessié,atalanta-bergamo,ac-mailand,IT1,IT1,32000000.0
19/20,Bryan Cristante,atalanta-bergamo,as-rom,IT1,IT1,22000000.0
19/20,Andrea Petagna,atalanta-bergamo,spal,IT1,IT1,12000000.0
19/20,Alberto Almici,atalanta-bergamo,hellas-verona,IT1,IT1,500000.0
19/20,Davide Agazzi,atalanta-bergamo,as-livorno,IT1,IT2,400000.0
19/20,Nicolò Fazzi,atalanta-bergamo,calcio-padova,IT1,IT3B,100000.0
19/20,Simone Mazzocchi,atalanta-bergamo,fc-sudtirol,IT1,IT3B,100000.0
19/20,Andrea Masiello,atalanta-bergamo,genua-cfc,IT1,IT1,100000.0
19/20,Riccardo Orsolini,juventus-turin,fc-bologna,IT1,IT1,15000000.0
19/20,Nicolás Domínguez,club-atletico-velez-sarsfield,fc-bologna,AR1N,IT1,10980000.0
19/20,Nicola Sansone,fc-villarreal,fc-bologna,ES1,IT1,8000000.0
19/20,Roberto Soriano,fc-villarreal,fc-bologna,ES1,IT1,8000000.0
19/20,Takehiro Tomiyasu,vv-st-truiden,fc-bologna,BE1,IT1,7000000.0
19/20,Andreas Skov Olsen,fc-nordsjaelland,fc-bologna,DKMR,IT1,6000000.0
19/20,Stefano Denswil,fc-brugge,fc-bologna,BE1,IT1,6000000.0
19/20,Mattia Bani,chievo-verona,fc-bologna,IT2,IT1,2700000.0
19/20,Jerdy Schouten,sbv-excelsior-rotterdam,fc-bologna,NL2,IT1,2150000.0
19/20,Gary Medel,besiktas-istanbul,fc-bologna,TR1,IT1,1500000.0
19/20,Emanuel Vignato,chievo-verona,fc-bologna,IT2,IT1,1100000.0
19/20,Lassi Lappalainen,hjk-helsinki,fc-bologna,FI1,IT1,700000.0
19/20,Danilo,udinese-calcio,fc-bologna,IT1,IT1,415000.0
19/20,Erick Pulgar,fc-bologna,ac-florenz,IT1,IT1,12300000.0
19/20,Felipe Avenatti,fc-bologna,standard-luttich,IT1,BE1,3750000.0
19/20,Alex Ferrari,fc-bologna,sampdoria-genua,IT1,IT1,3600000.0
19/20,Filip Helander,fc-bologna,glasgow-rangers,IT1,SC1,3350000.0
19/20,Ádám Nagy,fc-bologna,bristol-city,IT1,GB2,2000000.0
19/20,Emil Krafth,fc-bologna,amiens-sc,IT1,FR1,2000000.0
19/20,Sebastien De Maio,fc-bologna,udinese-calcio,IT1,IT1,1500000.0
19/20,Jesse Joronen,fc-kopenhagen,brescia-calcio,DKMR,IT1,5000000.0
19/20,Jaromir Zmrhal,sk-slavia-prag,brescia-calcio,TS1,IT1,3750000.0
19/20,Simon Skrabb,ifk-norrkoping,brescia-calcio,SE1,IT1,2800000.0
19/20,Florian Ayé,clermont-foot-63,brescia-calcio,FR2,IT1,2000000.0
19/20,Ales Mateju,brighton-amp-hove-albion,brescia-calcio,GB1,IT1,1800000.0
19/20,Jhon Chancellor,al-ahli-sc,brescia-calcio,QSL,IT1,1600000.0
19/20,Luca Tremolada,virtus-entella,brescia-calcio,IT2,IT1,900000.0
19/20,Bruno Martella,fc-crotone,brescia-calcio,IT2,IT1,800000.0
19/20,Biagio Meccariello,brescia-calcio,us-lecce,IT1,IT1,100000.0
