Season,Player,From_Club,To_Club,From_League,To_League,Fee
19/20,Abdou Diallo,borussia-dortmund,fc-paris-saint-germain,L1,FR1,32000000.0
19/20,Idrissa Gueye,fc-everton,fc-paris-saint-germain,GB1,FR1,30000000.0
19/20,Pablo Sarabia,fc-sevilla,fc-paris-saint-germain,ES1,FR1,18000000.0
19/20,Keylor Navas,real-madrid,fc-paris-saint-germain,ES1,FR1,15000000.0
19/20,Giovani Lo Celso,fc-paris-saint-germain,real-betis-sevilla,FR1,ES1,22000000.0
19/20,Christopher Nkunku,fc-paris-saint-germain,rasenballsport-leipzig,FR1,L1,19500000.0
19/20,Moussa Diaby,fc-paris-saint-germain,bayer-04-leverkusen,FR1,L1,15000000.0
19/20,Stanley Nsoki,fc-paris-saint-germain,ogc-nizza,FR1,FR1,12500000.0
19/20,Grzegorz Krychowiak,fc-paris-saint-germain,lokomotiv-moskau,FR1,RU1,12000000.0
19/20,Timothy Weah,fc-paris-saint-germain,losc-lille,FR1,FR1,10000000.0
19/20,Arthur Zagré,fc-paris-saint-germain,as-monaco,FR1,FR1,10000000.0
19/20,Kevin Trapp,fc-paris-saint-germain,eintracht-frankfurt,FR1,L1,7000000.0
19/20,Rémy Descamps,fc-paris-saint-germain,rsc-charleroi,FR1,BE1,400000.0
19/20,Predrag Rajkovic,maccabi-tel-aviv,stade-reims,ISR1,FR1,5000000.0
19/20,Kaj Sierhuis,ajax-amsterdam-ii,stade-reims,NL2,FR1,4000000.0
19/20,Björn Engels,olympiakos-piraus,stade-reims,GR1,FR1,4000000.0
19/20,Wout Faes,kv-oostende,stade-reims,BE1,FR1,3000000.0
19/20,Dario Maresic,sk-sturm-graz,stade-reims,A1,FR1,3000000.0
19/20,Dereck Kutesa,fc-st-gallen-1879,stade-reims,C1,FR1,1700000.0
19/20,Rémi Oudin,stade-reims,fc-girondins-bordeaux,FR1,FR1,10000000.0
19/20,Björn Engels,stade-reims,aston-villa,FR1,GB1,8000000.0
19/20,Edouard Mendy,stade-reims,fc-stade-rennes,FR1,FR1,7600000.0
19/20,Thomas Fontaine,stade-reims,fc-lorient,FR1,FR2,1000000.0
19/20,Raphinha,sporting-lissabon,fc-stade-rennes,PO1,FR1,21000000.0
19/20,M'Baye Niang,fc-turin,fc-stade-rennes,IT1,FR1,15000000.0
19/20,Flavien Tait,sco-angers,fc-stade-rennes,FR1,FR1,9000000.0
19/20,Edouard Mendy,stade-reims,fc-stade-rennes,FR1,FR1,7600000.0
19/20,Jonas Martin,rc-strassburg-alsace,fc-stade-rennes,FR1,FR1,4000000.0
19/20,Metehan Güclü,fc-paris-saint-germain-b,fc-stade-rennes,C3IF,FR1,1500000.0
19/20,Ismaïla Sarr,fc-stade-rennes,fc-watford,FR1,GB1,30000000.0
19/20,Ramy Bensebaini,fc-stade-rennes,borussia-monchengladbach,FR1,L1,8000000.0
19/20,Tomas Koubek,fc-stade-rennes,fc-augsburg,FR1,L1,7500000.0
19/20,Benjamin André,fc-stade-rennes,losc-lille,FR1,FR1,7000000.0
19/20,Brandon Thomas,fc-stade-rennes,ca-osasuna,FR1,ES1,2000000.0
19/20,Denis Bouanga,nimes-olympique,as-saint-etienne,FR1,FR1,4500000.0
19/20,Ryad Boudebouz,real-betis-sevilla,as-saint-etienne,ES1,FR1,3500000.0
19/20,Zaydou Youssouf,fc-girondins-bordeaux,as-saint-etienne,FR1,FR1,2000000.0
19/20,Sergi Palencia,fc-barcelona,as-saint-etienne,ES1,FR1,2000000.0
19/20,Miguel Trauco,flamengo-rio-de-janeiro,as-saint-etienne,BRA1,FR1,1000000.0
19/20,Yvann Maçon,usl-dunkerque,as-saint-etienne,FR3,FR1,450000.0
19/20,William Saliba,as-saint-etienne,fc-arsenal,FR1,GB1,30000000.0
19/20,Rémy Cabella,as-saint-etienne,fk-krasnodar,FR1,RU1,12000000.0
19/20,Robert Beric,as-saint-etienne,chicago-fire-fc,FR1,,2000000.0
19/20,Habib Maïga,as-saint-etienne,fc-metz,FR1,FR1,1000000.0
19/20,Jorginho,as-saint-etienne,pfk-ludogorets-razgrad,FR1,BU1,850000.0
19/20,Alexander Djiku,sm-caen,rc-strassburg-alsace,FR2,FR1,4500000.0
19/20,Mehdi Chahiri,red-star-fc,rc-strassburg-alsace,FR3,FR1,2000000.0
19/20,Jean-Ricner Bellegarde,rc-lens,rc-strassburg-alsace,FR2,FR1,2000000.0
19/20,Lamine Koné,afc-sunderland,rc-strassburg-alsace,GB3,FR1,1500000.0
19/20,Sanjin Prcic,ud-levante,rc-strassburg-alsace,ES1,FR1,1000000.0
19/20,Youssouf Fofana,rc-strassburg-alsace,as-monaco,FR1,FR1,15000000.0
19/20,Jonas Martin,rc-strassburg-alsace,fc-stade-rennes,FR1,FR1,4000000.0
19/20,Nuno Da Costa,rc-strassburg-alsace,nottingham-forest,FR1,GB2,2000000.0
19/20,Yoann Salmier,rc-strassburg-alsace,es-troyes-ac,FR1,FR2,500000.0
19/20,Wesley Saïd,dijon-fco,fc-toulouse,FR1,FR1,8000000.0
19/20,Efthymios Koulouris,paok-thessaloniki,fc-toulouse,GR1,FR1,3500000.0
19/20,Agustín Rogel,krylya-sovetov-samara,fc-toulouse,RU1,FR1,2500000.0
19/20,Christopher Jullien,fc-toulouse,celtic-glasgow,FR1,SC1,8000000.0
19/20,Andy Delort,fc-toulouse,montpellier-hsc,FR1,FR1,4500000.0
19/20,Gen Shoji,fc-toulouse,gamba-osaka,FR1,JAP1,2000000.0
19/20,Alexis Blin,fc-toulouse,amiens-sc,FR1,FR1,1650000.0
19/20,Steven Fortes,fc-toulouse,rc-lens,FR1,FR2,1000000.0
20/21,Mauro Icardi,inter-mailand,fc-paris-saint-germain,IT1,FR1,50000000.0
20/21,Sergio Rico,fc-sevilla,fc-paris-saint-germain,ES1,FR1,6000000.0
20/21,Rafinha,fc-barcelona,fc-paris-saint-germain,ES1,FR1,1500000.0
20/21,Moussa Sissako,fc-paris-saint-germain,standard-luttich,FR1,BE1,400000.0
20/21,Luis Henrique,tres-passos-atletico-clube,olympique-marseille,-,FR1,8000000.0
20/21,Álvaro González,fc-villarreal,olympique-marseille,ES1,FR1,4000000.0
20/21,Morgan Sanson,olympique-marseille,aston-villa,FR1,GB1,15800000.0
20/21,Marley Aké,olympique-marseille,juventus-turin-u23,FR1,IT3A,9400000.0
20/21,Bouna Sarr,olympique-marseille,fc-bayern-munchen,FR1,L1,8000000.0
20/21,Jérémy Doku,rsc-anderlecht,fc-stade-rennes,BE1,FR1,26000000.0
20/21,Serhou Guirassy,amiens-sc,fc-stade-rennes,FR2,FR1,15000000.0
20/21,Martin Terrier,olympique-lyon,fc-stade-rennes,FR1,FR1,12000000.0
20/21,Alfred Gomis,dijon-fco,fc-stade-rennes,FR1,FR1,10000000.0
20/21,Nayef Aguerd,dijon-fco,fc-stade-rennes,FR1,FR1,4000000.0
20/21,Edouard Mendy,fc-stade-rennes,fc-chelsea,FR1,GB1,24000000.0
20/21,Raphinha,fc-stade-rennes,leeds-united,FR1,GB1,18600000.0
20/21,Adrien Hunou,fc-stade-rennes,minnesota-united-fc,FR1,,3270000.0
20/21,Armand Laurienté,fc-stade-rennes,fc-lorient,FR1,FR1,3000000.0
20/21,Souleyman Doumbia,fc-stade-rennes,sco-angers,FR1,FR1,3000000.0
20/21,Lucas Da Cunha,fc-stade-rennes,ogc-nizza,FR1,FR1,1000000.0
20/21,Georginio Rutter,fc-stade-rennes,tsg-1899-hoffenheim,FR1,L1,750000.0
20/21,Denis Will Poha,fc-stade-rennes,vitoria-guimaraes-sc,FR1,PO1,300000.0
20/21,Jonathan David,kaa-gent,losc-lille,BE1,FR1,27000000.0
20/21,Sven Botman,ajax-amsterdam-ii,losc-lille,NL2,FR1,8000000.0
20/21,Orestis Karnezis,ssc-neapel,losc-lille,IT1,FR1,5130000.0
20/21,Isaac Lihadji,olympique-marseille-b,losc-lille,CN2C,FR1,300000.0
20/21,Victor Osimhen,losc-lille,ssc-neapel,FR1,IT1,77500000.0
20/21,Gabriel Magalhães,losc-lille,fc-arsenal,FR1,GB1,26000000.0
20/21,Júnior Alonso,losc-lille,clube-atletico-mineiro,FR1,BRA1,3000000.0
20/21,Robson Bambu,club-athletico-paranaense,ogc-nizza,BRA1,FR1,8000000.0
20/21,Jordan Lotomba,bsc-young-boys,ogc-nizza,C1,FR1,7000000.0
20/21,Amine Gouiri,olympique-lyon,ogc-nizza,FR1,FR1,7000000.0
20/21,Hassane Kamara,stade-reims,ogc-nizza,FR1,FR1,4000000.0
20/21,Morgan Schneiderlin,fc-everton,ogc-nizza,GB1,FR1,2230000.0
20/21,Lucas Da Cunha,fc-stade-rennes,ogc-nizza,FR1,FR1,1000000.0
20/21,Ignatius Ganago,ogc-nizza,rc-lens,FR1,FR1,6000000.0
20/21,Christophe Hérelle,ogc-nizza,stade-brest-29,FR1,FR1,4000000.0
20/21,Adrien Tamèze,ogc-nizza,hellas-verona,FR1,IT1,3900000.0
20/21,Jean-Victor Makengo,ogc-nizza,udinese-calcio,FR1,IT1,3500000.0
20/21,Patrick Burner,ogc-nizza,nimes-olympique,FR1,FR1,1500000.0
20/21,Eddy Sylvestre,ogc-nizza,standard-luttich,FR1,BE1,110000.0
20/21,Valon Berisha,lazio-rom,stade-reims,IT1,FR1,4500000.0
20/21,Anastasios Donis,vfb-stuttgart,stade-reims,L1,FR1,4000000.0
20/21,Fraser Hornby,fc-everton-u23,stade-reims,,FR1,2000000.0
20/21,Thibault De Smet,vv-st-truiden,stade-reims,BE1,FR1,700000.0
20/21,Axel Disasi,stade-reims,as-monaco,FR1,FR1,13000000.0
20/21,Hassane Kamara,stade-reims,ogc-nizza,FR1,FR1,4000000.0
20/21,Lucas Paquetá,ac-mailand,olympique-lyon,IT1,FR1,23000000.0
20/21,Karl Toko Ekambi,fc-villarreal,olympique-lyon,ES1,FR1,11500000.0
20/21,Cenk Özkacar,altay-sk,olympique-lyon,TR2,FR1,1850000.0
20/21,Julian Pollersbeck,hamburger-sv,olympique-lyon,L2,FR1,250000.0
20/21,Bertrand Traoré,olympique-lyon,aston-villa,FR1,GB1,18400000.0
20/21,Martin Terrier,olympique-lyon,fc-stade-rennes,FR1,FR1,12000000.0
20/21,Amine Gouiri,olympique-lyon,ogc-nizza,FR1,FR1,7000000.0
20/21,Oumar Solet,olympique-lyon,red-bull-salzburg,FR1,A1,4500000.0
20/21,Kenny Tete,olympique-lyon,fc-fulham,FR1,GB1,3200000.0
20/21,Marçal,olympique-lyon,wolverhampton-wanderers,FR1,GB1,2000000.0
20/21,Ciprian Tătărușanu,olympique-lyon,ac-mailand,FR1,IT1,1000000.0
20/21,Stephy Mavididi,juventus-turin-u23,montpellier-hsc,IT3A,FR1,6300000.0
20/21,Jonas Omlin,fc-basel-1893,montpellier-hsc,C1,FR1,6000000.0
20/21,Béni Makouana,diables-noirs-brazzaville,montpellier-hsc,-,FR1,800000.0
20/21,Habib Diallo,fc-metz,rc-strassburg-alsace,FR1,FR1,10000000.0
20/21,Majeed Waris,fc-porto-b,rc-strassburg-alsace,PO2,FR1,2000000.0
20/21,Kenny Lala,rc-strassburg-alsace,olympiakos-piraus,FR1,GR1,500000.0
20/21,Krépin Diatta,fc-brugge,as-monaco,BE1,FR1,16700000.0
20/21,Axel Disasi,stade-reims,as-monaco,FR1,FR1,13000000.0
20/21,Kevin Volland,bayer-04-leverkusen,as-monaco,L1,FR1,11000000.0
20/21,Caio Henrique,atletico-madrid,as-monaco,ES1,FR1,8000000.0
20/21,Anthony Musaba,nec-nijmegen,as-monaco,NL2,FR1,2500000.0
20/21,Kévin N'Doram,as-monaco,fc-metz,FR1,FR1,4500000.0
20/21,Kamil Glik,as-monaco,benevento-calcio,FR1,IT1,3000000.0
20/21,Jordi Mboula,as-monaco,rcd-mallorca,FR1,ES2,1700000.0
20/21,Lyle Foster,as-monaco,vitoria-guimaraes-sc,FR1,PO1,1200000.0
20/21,Jemerson,as-monaco,corinthians-sao-paulo,FR1,BRA1,680000.0
20/21,Paul Bernardoni,fc-girondins-bordeaux,sco-angers,FR1,FR1,7500000.0
20/21,Souleyman Doumbia,fc-stade-rennes,sco-angers,FR1,FR1,3000000.0
20/21,Enzo Ebosse,le-mans-fc,sco-angers,FR3,FR1,500000.0
20/21,Kevin Bemanga,paris-fc-b,sco-angers,C3IF,FR1,250000.0
20/21,Baptiste Santamaria,sco-angers,sc-freiburg,FR1,L1,10000000.0
20/21,Vincent Pajot,sco-angers,fc-metz,FR1,FR1,700000.0
20/21,Paul Bernardoni,fc-girondins-bordeaux,sco-angers,FR1,FR1,7500000.0
20/21,François Kamano,fc-girondins-bordeaux,lokomotiv-moskau,FR1,RU1,5500000.0
20/21,Pablo,fc-girondins-bordeaux,lokomotiv-moskau,FR1,RU1,2500000.0
20/21,Yassine Benrahou,fc-girondins-bordeaux,nimes-olympique,FR1,FR1,1500000.0
20/21,Moses Simon,ud-levante,fc-nantes,ES1,FR1,5000000.0
20/21,Mehdi Abeid,fc-nantes,al-nasr-dubai-,FR1,UAE1,1500000.0
20/21,Maxime Dupé,fc-nantes,fc-toulouse,FR1,FR2,500000.0
20/21,Steve Mounié,huddersfield-town,stade-brest-29,GB2,FR1,5000000.0
20/21,Franck Honorat,as-saint-etienne,stade-brest-29,FR1,FR1,5000000.0
20/21,Christophe Hérelle,ogc-nizza,stade-brest-29,FR1,FR1,4000000.0
20/21,Heri Tavares,benfica-lissabon,stade-brest-29,PO1,FR1,1200000.0
20/21,Romain Philippoteaux,nimes-olympique,stade-brest-29,FR1,FR1,500000.0
20/21,Romain Faivre,as-monaco-b,stade-brest-29,CN2C,FR1,400000.0
20/21,Ibrahima Diallo,stade-brest-29,fc-southampton,FR1,GB1,12000000.0
20/21,Kévin N'Doram,as-monaco,fc-metz,FR1,FR1,4500000.0
20/21,Kiki Kouyaté,es-troyes-ac,fc-metz,FR2,FR1,3500000.0
20/21,Vagner,as-saint-etienne,fc-metz,FR1,FR1,3000000.0
20/21,Thierry Ambrose,manchester-city-u23,fc-metz,,FR1,2000000.0
20/21,Warren Tchimbembé,es-troyes-ac,fc-metz,FR2,FR1,1000000.0
20/21,Vincent Pajot,sco-angers,fc-metz,FR1,FR1,700000.0
20/21,Habib Diallo,fc-metz,rc-strassburg-alsace,FR1,FR1,10000000.0
20/21,Roger Assalé,bsc-young-boys,dijon-fco,C1,FR1,4000000.0
20/21,Jonathan Panzo,as-monaco-b,dijon-fco,CN2C,FR1,3400000.0
20/21,Bersant Celina,swansea-city,dijon-fco,GB2,FR1,3000000.0
20/21,Moussa Konaté,amiens-sc,dijon-fco,FR2,FR1,2400000.0
20/21,Saturnin Allagbé,chamois-niortais-fc,dijon-fco,FR2,FR1,2000000.0
20/21,Alex Dobre,afc-bournemouth-u21,dijon-fco,-,FR1,1000000.0
20/21,Alfred Gomis,dijon-fco,fc-stade-rennes,FR1,FR1,10000000.0
20/21,Nayef Aguerd,dijon-fco,fc-stade-rennes,FR1,FR1,4000000.0
20/21,Rúnar Alex Rúnarsson,dijon-fco,fc-arsenal,FR1,GB1,2000000.0
20/21,Julio Tavarès,dijon-fco,al-faisaly-harmah,FR1,SA1,1000000.0
20/21,Timothée Kolodziejczak,tigres-uanl,as-saint-etienne,,FR1,4500000.0
20/21,Yvan Neyou,sc-braga-b,as-saint-etienne,,FR1,1000000.0
20/21,Wesley Fofana,as-saint-etienne,leicester-city,FR1,GB1,35000000.0
20/21,Franck Honorat,as-saint-etienne,stade-brest-29,FR1,FR1,5000000.0
20/21,Vagner,as-saint-etienne,fc-metz,FR1,FR1,3000000.0
20/21,Makhtar Gueye,as-saint-etienne,kv-oostende,FR1,BE1,1000000.0
20/21,Alexis Guendouz,as-saint-etienne,usm-algier,FR1,ALG1,100000.0
20/21,Niclas Eliasson,bristol-city,nimes-olympique,GB2,FR1,3000000.0
20/21,Andrés Cubas,club-atletico-talleres,nimes-olympique,AR1N,FR1,2900000.0
20/21,Yassine Benrahou,fc-girondins-bordeaux,nimes-olympique,FR1,FR1,1500000.0
20/21,Patrick Burner,ogc-nizza,nimes-olympique,FR1,FR1,1500000.0
20/21,Birger Meling,rosenborg-bk,nimes-olympique,NO1,FR1,1000000.0
20/21,Karim Aribi,etoile-sportive-du-sahel,nimes-olympique,TUN1,FR1,1000000.0
20/21,Baptiste Reynet,fc-toulouse,nimes-olympique,FR2,FR1,350000.0
20/21,Kévin Denkey,nimes-olympique,cercle-brugge,FR1,BE1,2000000.0
20/21,Romain Philippoteaux,nimes-olympique,stade-brest-29,FR1,FR1,500000.0
20/21,Adrian Grbic,clermont-foot-63,fc-lorient,FR2,FR1,9000000.0
20/21,Terem Moffi,kv-kortrijk,fc-lorient,BE1,FR1,8000000.0
20/21,Armand Laurienté,fc-stade-rennes,fc-lorient,FR1,FR1,3000000.0
20/21,Stéphane Diarra,le-mans-fc,fc-lorient,FR3,FR1,2500000.0
20/21,Thomas Monconduit,amiens-sc,fc-lorient,FR2,FR1,2000000.0
20/21,Quentin Boisgard,fc-toulouse,fc-lorient,FR2,FR1,2000000.0
20/21,Illan Meslier,fc-lorient,leeds-united,FR1,GB1,6500000.0
20/21,Seko Fofana,udinese-calcio,rc-lens,IT1,FR1,8500000.0
20/21,Ignatius Ganago,ogc-nizza,rc-lens,FR1,FR1,6000000.0
20/21,Facundo Medina,club-atletico-talleres,rc-lens,AR1N,FR1,3500000.0
20/21,Corentin Jean,fc-toulouse,rc-lens,FR2,FR1,1000000.0
21/22,Amadou Onana,hamburger-sv,losc-lille,L2,FR1,12600000.0
21/22,Edon Zhegrova,fc-basel-1893,losc-lille,C1,FR1,7000000.0
21/22,Gabriel Gudmundsson,fc-groningen,losc-lille,NL1,FR1,6000000.0
21/22,Boubakary Soumaré,losc-lille,leicester-city,FR1,GB1,20000000.0
21/22,Mike Maignan,losc-lille,ac-mailand,FR1,IT1,16399999.999999998
21/22,Jonathan Ikoné,losc-lille,ac-florenz,FR1,IT1,15400000.0
21/22,Luiz Araújo,losc-lille,atlanta-united-fc,FR1,,11500000.0
21/22,Thiago Maia,losc-lille,flamengo-rio-de-janeiro,FR1,BRA1,4000000.0
21/22,Reinildo Mandava,losc-lille,atletico-madrid,FR1,ES1,3000000.0
21/22,Rominigue Kouamé,losc-lille,es-troyes-ac,FR1,FR1,2500000.0
21/22,Adama Soumaoro,losc-lille,fc-bologna,FR1,IT1,2100000.0
21/22,Jean Onana,losc-lille,fc-girondins-bordeaux,FR1,FR1,2000000.0
21/22,Cheikh Niasse,losc-lille,bsc-young-boys,FR1,C1,900000.0
21/22,Hervé Koffi,losc-lille,rsc-charleroi,FR1,BE1,500000.0
21/22,Scotty Sadzoute,losc-lille,oud-heverlee-leuven,FR1,BE1,400000.0
21/22,Achraf Hakimi,inter-mailand,fc-paris-saint-germain,IT1,FR1,68000000.0
21/22,Danilo Pereira,fc-porto,fc-paris-saint-germain,PO1,FR1,16000000.0
21/22,Mitchel Bakker,fc-paris-saint-germain,bayer-04-leverkusen,FR1,L1,7000000.0
21/22,Myron Boadu,az-alkmaar,as-monaco,NL1,FR1,17000000.0
21/22,Vanderson,gremio-porto-alegre,as-monaco,BRA2,FR1,11000000.0
21/22,Jean Lucas,olympique-lyon,as-monaco,FR1,FR1,11000000.0
21/22,Ismail Jakobs,1-fc-koln,as-monaco,L1,FR1,6500000.0
21/22,Benjamin Henrichs,as-monaco,rasenballsport-leipzig,FR1,L1,15000000.0
21/22,Fodé Ballo-Touré,as-monaco,ac-mailand,FR1,IT1,5400000.0
21/22,Henry Onyekuru,as-monaco,olympiakos-piraus,FR1,GR1,4500000.0
21/22,Wilson Isidor,as-monaco,lokomotiv-moskau,FR1,RU1,3500000.0
21/22,Giulian Biancone,as-monaco,es-troyes-ac,FR1,FR1,2500000.0
21/22,Enzo Millot,as-monaco,vfb-stuttgart,FR1,L1,1750000.0
21/22,Gil Dias,as-monaco,benfica-lissabon,FR1,PO1,1500000.0
21/22,Romain Faivre,stade-brest-29,olympique-lyon,FR1,FR1,15000000.0
21/22,Xherdan Shaqiri,fc-liverpool,olympique-lyon,GB1,FR1,6000000.0
21/22,Bruno Guimarães,olympique-lyon,newcastle-united,FR1,GB1,42100000.0
21/22,Joachim Andersen,olympique-lyon,crystal-palace,FR1,GB1,17500000.0
21/22,Maxwel Cornet,olympique-lyon,fc-burnley,FR1,GB1,15000000.0
21/22,Jean Lucas,olympique-lyon,as-monaco,FR1,FR1,11000000.0
21/22,Xherdan Shaqiri,olympique-lyon,chicago-fire-fc,FR1,,7000000.0
21/22,Melvin Bard,olympique-lyon,ogc-nizza,FR1,FR1,3000000.0
21/22,Gerson,flamengo-rio-de-janeiro,olympique-marseille,BRA1,FR1,20500000.0
21/22,Pol Lirola,ac-florenz,olympique-marseille,IT1,FR1,13000000.0
21/22,Leonardo Balerdi,borussia-dortmund,olympique-marseille,L1,FR1,11000000.0
21/22,Luan Peres,fc-santos,olympique-marseille,BRA1,FR1,4500000.0
21/22,Konrad de la Fuente,fc-barcelona-b,olympique-marseille,E3G2,FR1,3000000.0
21/22,Samuel Gigot,spartak-moskau,olympique-marseille,RU1,FR1,500000.0
21/22,Bamba Dieng,diambars-de-saly-dourbel,olympique-marseille,-,FR1,400000.0
21/22,Darío Benedetto,olympique-marseille,club-atletico-boca-juniors,FR1,AR1N,3000000.0
21/22,Maxime López,olympique-marseille,us-sassuolo,FR1,IT1,2500000.0
21/22,Hiroki Sakai,olympique-marseille,urawa-red-diamonds,FR1,JAP1,1500000.0
21/22,Kamaldeen Sulemana,fc-nordsjaelland,fc-stade-rennes,DKAR,FR1,17000000.0
21/22,Loïc Badé,rc-lens,fc-stade-rennes,FR1,FR1,17000000.0
21/22,Gaëtan Laborde,montpellier-hsc,fc-stade-rennes,FR1,FR1,15000000.0
21/22,Baptiste Santamaria,sc-freiburg,fc-stade-rennes,L1,FR1,14000000.0
21/22,Lovro Majer,gnk-dinamo-zagreb,fc-stade-rennes,KR1,FR1,12000000.0
21/22,Doğan Alemdar,kayserispor,fc-stade-rennes,TR1,FR1,3500000.0
21/22,Birger Meling,nimes-olympique,fc-stade-rennes,FR2,FR1,3000000.0
21/22,Eduardo Camavinga,fc-stade-rennes,real-madrid,FR1,ES1,31000000.0
21/22,Sacha Boey,fc-stade-rennes,galatasaray-istanbul,FR1,TR1,5650000.0
21/22,Faitout Maouassa,fc-stade-rennes,fc-brugge,FR1,BE1,4000000.0
21/22,Jordan,fc-stade-rennes,bsc-young-boys,FR1,C1,2500000.0
21/22,Brandon Soppy,fc-stade-rennes,udinese-calcio,FR1,IT1,2000000.0
21/22,Lilian Brassier,fc-stade-rennes,stade-brest-29,FR1,FR1,1750000.0
21/22,Romain Del Castillo,fc-stade-rennes,stade-brest-29,FR1,FR1,1500000.0
21/22,Gerzino Nyamsi,fc-stade-rennes,rc-strassburg-alsace,FR1,FR1,1500000.0
21/22,Kevin Danso,fc-augsburg,rc-lens,L1,FR1,5500000.0
21/22,Gaël Kakuta,amiens-sc,rc-lens,FR2,FR1,5000000.0
21/22,Patrick Berg,fk-bodo-glimt,rc-lens,NO1,FR1,4500000.0
21/22,Przemyslaw Frankowski,chicago-fire-fc,rc-lens,,FR1,2300000.0
21/22,Deiver Machado,fc-toulouse,rc-lens,FR2,FR1,1800000.0
21/22,Wuilker Fariñez,millonarios-fc,rc-lens,COLP,FR1,1500000.0
21/22,Loïc Badé,rc-lens,fc-stade-rennes,FR1,FR1,17000000.0
21/22,Clément Michelin,rc-lens,aek-athen,FR1,GR1,1000000.0
21/22,Gaëtan Laborde,montpellier-hsc,fc-stade-rennes,FR1,FR1,15000000.0
21/22,Andy Delort,montpellier-hsc,ogc-nizza,FR1,FR1,10000000.0
21/22,Calvin Stengs,az-alkmaar,ogc-nizza,NL1,FR1,15000000.0
21/22,Andy Delort,montpellier-hsc,ogc-nizza,FR1,FR1,10000000.0
21/22,Jean-Clair Todibo,fc-barcelona,ogc-nizza,ES1,FR1,8500000.0
21/22,Billal Brahimi,sco-angers,ogc-nizza,FR1,FR1,7000000.0
21/22,Pablo Rosario,psv-eindhoven,ogc-nizza,NL1,FR1,6000000.0
21/22,Mario Lemina,fc-southampton,ogc-nizza,GB1,FR1,5500000.0
21/22,Melvin Bard,olympique-lyon,ogc-nizza,FR1,FR1,3000000.0
21/22,Wylan Cyprien,ogc-nizza,parma-calcio-1913,FR1,IT2,7650000.0
21/22,Stanley Nsoki,ogc-nizza,fc-brugge,FR1,BE1,6500000.0
21/22,Hassane Kamara,ogc-nizza,fc-watford,FR1,GB1,4000000.0
21/22,Myziane Maolida,ogc-nizza,hertha-bsc,FR1,L1,4000000.0
21/22,Pierre Lees-Melou,ogc-nizza,norwich-city,FR1,GB1,3900000.0
21/22,Fali Candé,portimonense-sc,fc-metz,PO1,FR1,2500000.0
21/22,Pape Matar Sarr,fc-metz,tottenham-hotspur,FR1,GB1,16900000.0
21/22,Victorien Angban,fc-metz,fk-sochi,FR1,RU1,4099999.9999999995
21/22,Mamadou Fofana,fc-metz,amiens-sc,FR1,FR2,2000000.0
21/22,Thierry Ambrose,fc-metz,kv-oostende,FR1,BE1,500000.0
21/22,Fransérgio,sc-braga,fc-girondins-bordeaux,PO1,FR1,4500000.0
21/22,Stian Gregersen,molde-fk,fc-girondins-bordeaux,NO1,FR1,2000000.0
21/22,Jean Onana,losc-lille,fc-girondins-bordeaux,FR1,FR1,2000000.0
21/22,Issouf Sissokho,derby-academie,fc-girondins-bordeaux,-,FR1,300000.0
21/22,Yacine Adli,fc-girondins-bordeaux,ac-mailand,FR1,IT1,8750000.0
21/22,Toma Bašić,fc-girondins-bordeaux,lazio-rom,FR1,IT1,7100000.0
21/22,Samuel Kalu,fc-girondins-bordeaux,fc-watford,FR1,GB1,3000000.0
21/22,Billal Brahimi,stade-reims,sco-angers,FR1,FR1,1300000.0
21/22,Marin Jakolis,hnk-hajduk-split,sco-angers,KR1,FR1,500000.0
21/22,Azzedine Ounahi,us-avranches,sco-angers,FR3,FR1,70000.0
21/22,Rayan Aït-Nouri,sco-angers,wolverhampton-wanderers,FR1,GB1,11100000.0
21/22,Billal Brahimi,sco-angers,ogc-nizza,FR1,FR1,7000000.0
21/22,Jens Cajuste,fc-midtjylland,stade-reims,DKMR,FR1,10000000.0
21/22,Azor Matusiwa,fc-groningen,stade-reims,NL1,FR1,4000000.0
21/22,Mitchell van Bergen,sc-heerenveen,stade-reims,NL1,FR1,2000000.0
21/22,Boulaye Dia,stade-reims,fc-villarreal,FR1,ES1,12000000.0
21/22,Billal Brahimi,stade-reims,sco-angers,FR1,FR1,1300000.0
21/22,Xavier Chavalerin,stade-reims,es-troyes-ac,FR1,FR1,1000000.0
21/22,Logan Costa,stade-reims,fc-toulouse,FR1,FR2,500000.0
21/22,Mathieu Cafaro,stade-reims,standard-luttich,FR1,BE1,250000.0
21/22,Ismaël Doukouré,fc-valenciennes,rc-strassburg-alsace,FR2,FR1,1500000.0
21/22,Gerzino Nyamsi,fc-stade-rennes,rc-strassburg-alsace,FR1,FR1,1500000.0
21/22,Karol Fila,lechia-gdansk,rc-strassburg-alsace,PL1,FR1,1500000.0
21/22,Mohamed Simakan,rc-strassburg-alsace,rasenballsport-leipzig,FR1,L1,15000000.0
21/22,Stefan Mitrovic,rc-strassburg-alsace,fc-getafe,FR1,ES1,1000000.0
21/22,Ibrahima Koné,sarpsborg-08-ff,fc-lorient,NO1,FR1,4000000.0
21/22,Moritz Jenz,fc-lausanne-sport,fc-lorient,C1,FR1,3500000.0
21/22,Igor Silva,nk-osijek,fc-lorient,KR1,FR1,2500000.0
21/22,Taofeek Ismaheel,fredrikstad-fk,fc-lorient,NO2,FR1,500000.0
